	Assay	Cell Type	Molecule
1998	ATAC	Fetal Retinal Neuron	
1999	ATAC	Fetal Retinal Pigment	
2000	ATAC	Fetal Retinal Progenitor 1	
2001	ATAC	Fetal Retinal Progenitor 2	
2002	ATAC	Fetal Satellite 1	
2003	ATAC	Fetal Satellite 2	
2004	ATAC	Fetal Schwann General	
2005	ATAC	Beta 1	
2006	ATAC	Fetal Skeletal Myocyte 1	
2007	ATAC	Fetal Skeletal Myocyte 2	
2008	ATAC	Fetal Skeletal Myocyte 3	
2009	ATAC	Fetal Stellate	
2010	ATAC	Fetal Sympathoblast	
2011	ATAC	Fetal Syncitio+Cytotrophoblast	
2012	ATAC	Fetal T Lymphocyte 1 (CD4+)	
2013	ATAC	Fetal T Lymphocyte 2 (Cytotoxic)	
2014	ATAC	Fetal T Lymphocyte 3 (IL2+)	
2015	ATAC	Fetal T Lymphocyte 4 (FASLG+)	
2016	ATAC	Beta 2	
2017	ATAC	Fetal Thymocyte	
2018	ATAC	Fetal Ureteric Bud	
2019	ATAC	Fetal V Cardiomyocyte	
2020	ATAC	Fibro Epithelial	
2021	ATAC	Fibro GI	
2022	ATAC	Fibro General	
2023	ATAC	Fibro Liver Adrenal	
2024	ATAC	Fibro Muscle	
2025	ATAC	Fibro Nerve	
2026	ATAC	Follicular	
2027	ATAC	Cardiac Fibroblast	
2028	ATAC	Foveolar	
2029	ATAC	GABA 1	
2030	ATAC	GABA 2	
2031	ATAC	Gastric Neuroendocrine	
2032	ATAC	Glomerulosa	
2033	ATAC	Glutamatergic 1	
2034	ATAC	Glutamatergic 2	
2035	ATAC	Hepatocyte	
2036	ATAC	Keratinocyte 1	
2037	ATAC	Keratinocyte 2	
2038	ATAC	Cardiac Pericyte 1	
2039	ATAC	Luteal	
2040	ATAC	Lymphatic	
2041	ATAC	Macrophage Gen or Alv	
2042	ATAC	Macrophage General	
2043	ATAC	Mammary Basal Epi	
2044	ATAC	Mammary Epithelial	
2045	ATAC	Mammary Luminal Epi 1	
2046	ATAC	Mammary Luminal Epi 2	
2047	ATAC	Mast	
2048	ATAC	Melanocyte	
2049	ATAC	Cardiac Pericyte 2	
2050	ATAC	Memory B	
2051	ATAC	Mesothelial	
2052	ATAC	Microglia	
2053	ATAC	Myoepithelial	
2054	ATAC	Naive T	
2055	ATAC	Natural Killer T	
2056	ATAC	Nerve Stromal	
2057	ATAC	Oligo Precursor	
2058	ATAC	Oligodendrocyte	
2059	ATAC	Paneth	
2060	ATAC	Cardiac Pericyte 3	
2061	ATAC	Parietal	
2062	ATAC	Pericyte General 1	
2063	ATAC	Pericyte General 2	
2064	ATAC	Pericyte General 3	
2065	ATAC	Pericyte General 4	
2066	ATAC	Pericyte Muscularis	
2067	ATAC	Plasma B	
2068	ATAC	SI Goblet	
2069	ATAC	Satellite	
2070	ATAC	Schwann General	
2071	ATAC	Acinar	
2072	ATAC	Cardiac Pericyte 4	
2073	ATAC	Skin Basal Epidermal	
2074	ATAC	Skin Eccrine Epidermal	
2075	ATAC	Skin Granular Epidermal	
2076	ATAC	Sm Ms Colon 1	
2077	ATAC	Sm Ms Colon 2	
2078	ATAC	Sm Ms GE junction	
2079	ATAC	Sm Ms GI	
2080	ATAC	Sm Ms General	
2081	ATAC	Sm Ms Mucosal	
2082	ATAC	Sm Ms Muscularis 1	
2083	ATAC	Chief	
2084	ATAC	Sm Ms Muscularis 2	
2085	ATAC	Sm Ms Muscularis 3	
2086	ATAC	Sm Ms Uterine	
2087	ATAC	Sm Ms Vaginal	
2088	ATAC	T Lymphocyte 1 (CD8+)	
2089	ATAC	T lymphocyte 2 (CD4+)	
2090	ATAC	Transitional Cortical	
2091	ATAC	Tuft	
2092	ATAC	Type I Skeletal Myocyte	
2093	ATAC	Type II Skeletal Myocyte	
2094	ATAC	Cilliated	
2095	ATAC	V Cardiomyocyte	
2096	ATAC	Vasc Sm Muscle 1	
2097	ATAC	Vasc Sm Muscle 2	
2098	ATAC	Club	
2099	ATAC	Colon Epithelial 1	
2100	ATAC	Colon Epithelial 2	
2101	ATAC	Colon Epithelial 3	
2102	ATAC	Colon Goblet	
2103	ATAC	Cortical Epithelial	
2104	ATAC	Delta+Gamma	
2105	ATAC	Adipocyte	
2106	ATAC	Ductal	
2107	ATAC	Endocardial	
2108	ATAC	Endothelial Exocrine	
2109	ATAC	Endothelial General 1	
2110	ATAC	Endothelial General 2	
2111	ATAC	Endothelial General 3	
2112	ATAC	Endothelial Myocardial	
2113	ATAC	Enteric Neuron	
2114	ATAC	Enterochromaffin	
2115	ATAC	Enterocyte	
2116	ATAC	Airway Goblet	
2117	ATAC	Esophageal Epithelial	
2118	ATAC	Fasciculata	
2119	ATAC	Fetal A Cardiomyocyte	
2120	ATAC	Fetal Acinar 1	
2121	ATAC	Fetal Acinar 2	
2122	ATAC	Fetal Adrenal Cortical	
2123	ATAC	Fetal Adrenal Neuron	
2124	ATAC	Fetal Alveolar Cap Endo	
2125	ATAC	Fetal Alveolar Epithelial 1	
2126	ATAC	Fetal Alveolar Epithelial 2	
2127	ATAC	Alpha 1	
2128	ATAC	Fetal Astrocyte 1	
2129	ATAC	Fetal Astrocyte 2	
2130	ATAC	Fetal Astrocyte 3	
2131	ATAC	Fetal Astrocyte 4	
2132	ATAC	Fetal Astrocyte 5	
2133	ATAC	Fetal B Lymphocyte 1 (SPIB+)	
2134	ATAC	Fetal B Lymphocyte 2 (CXCR5+)	
2135	ATAC	Fetal B Lymphocyte 3 (NPY+)	
2136	ATAC	Fetal Cardiac Fibroblast	
2137	ATAC	Fetal Cholangiocyte	
2138	ATAC	Alpha 2	
2139	ATAC	Fetal Chromaffin	
2140	ATAC	Fetal Cilliated	
2141	ATAC	Fetal Ductal	
2142	ATAC	Fetal Endocardial	
2143	ATAC	Fetal Endothelial General 1	
2144	ATAC	Fetal Endothelial General 2	
2145	ATAC	Fetal Endothelial General 3	
2146	ATAC	Fetal Endothelial Hepatic 1	
2147	ATAC	Fetal Endothelial Hepatic 2	
2148	ATAC	Fetal Endothelial Placental	
2149	ATAC	Alveolar Cap Endo	
2150	ATAC	Fetal Enteric Glia	
2151	ATAC	Fetal Enteric Neuron	
2152	ATAC	Fetal Enterocyte 1	
2153	ATAC	Fetal Enterocyte 2	
2154	ATAC	Fetal Enterocyte 3	
2155	ATAC	Fetal Enteroendocrine	
2156	ATAC	Fetal Erythroblast 1	
2157	ATAC	Fetal Erythroblast 2	
2158	ATAC	Fetal Erythroblast 3	
2159	ATAC	Fetal Erythroblast 4	
2160	ATAC	Alveolar Type 1	
2161	ATAC	Fetal Erythroblast 5	
2162	ATAC	Fetal Excitatory Neuron 1	
2163	ATAC	Fetal Excitatory Neuron 10	
2164	ATAC	Fetal Excitatory Neuron 11	
2165	ATAC	Fetal Excitatory Neuron 12	
2166	ATAC	Fetal Excitatory Neuron 2	
2167	ATAC	Fetal Excitatory Neuron 3	
2168	ATAC	Fetal Excitatory Neuron 4	
2169	ATAC	Fetal Excitatory Neuron 5	
2170	ATAC	Fetal Excitatory Neuron 6	
2171	ATAC	Alveolar Type 2 (Immune)	
2172	ATAC	Fetal Excitatory Neuron 7	
2173	ATAC	Fetal Excitatory Neuron 8	
2174	ATAC	Fetal Excitatory Neuron 9	
2175	ATAC	Fetal Extravillous Trophoblast	
2176	ATAC	Fetal Fibro GI	
2177	ATAC	Fetal Fibro General 1	
2178	ATAC	Fetal Fibro General 2	
2179	ATAC	Fetal Fibro General 3	
2180	ATAC	Fetal Fibro General 4	
2181	ATAC	Fetal Fibro General 5	
2182	CHIP	MCF-7	CTCF
2183	CHIP	MCF-7	TAF1
2184	CHIP	GM12878	H3K4me3
2185	CHIP	GM12878	CTCF
2186	CHIP	GM12878	H3K27ac
2187	CHIP	GM12878	H3K27me3
2188	CHIP	GM12878	H3K4me1
2189	CHIP	GM12878	H3K4me2
2190	CHIP	GM12878	H3K9ac
2191	CHIP	GM12878	H4K20me1
2192	CHIP	endothelial cell of umbilical vein male newborn	H3K27me3
2193	CHIP	endothelial cell of umbilical vein male newborn	H3K4me2
2194	CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
2195	CHIP	K562	CTCF
2196	CHIP	K562	H3K27me3
2197	CHIP	K562	H3K36me3
2198	CHIP	K562	H3K4me2
2199	CHIP	K562	H3K4me3
2200	CHIP	K562	H3K9ac
2201	CHIP	K562	H3K9me1
2202	CHIP	endothelial cell of umbilical vein male newborn	CTCF
2203	CHIP	endothelial cell of umbilical vein male newborn	H3K27ac
2204	CHIP	keratinocyte female	H3K27ac
2205	CHIP	mammary epithelial cell female adult (50 years)	H3K27ac
2206	CHIP	mammary epithelial cell female adult (50 years)	H3K27me3
2207	CHIP	mammary epithelial cell female adult (50 years)	H3K36me3
2208	CHIP	HepG2	H3K4me2
2209	CHIP	HepG2	H3K9ac
2210	CHIP	H1-hESC	CTCF
2211	CHIP	mammary epithelial cell female adult (50 years)	H3K4me1
2212	CHIP	mammary epithelial cell female adult (50 years)	H3K4me2
2213	CHIP	mammary epithelial cell female adult (50 years)	H3K4me3
2214	CHIP	mammary epithelial cell female adult (50 years)	H4K20me1
2215	CHIP	HepG2	H3K4me3
2216	CHIP	HepG2	H4K20me1
2217	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K27ac
2218	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K27me3
2219	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K36me3
2220	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K4me3
2221	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K9ac
2222	CHIP	skeletal muscle myoblast male adult (22 years)	H3K27ac
2223	CHIP	skeletal muscle myoblast male adult (22 years)	H3K27me3
2224	CHIP	skeletal muscle myoblast male adult (22 years)	H3K36me3
2225	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me1
2226	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me2
2227	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me3
2228	CHIP	skeletal muscle myoblast male adult (22 years)	H3K9ac
2229	CHIP	skeletal muscle myoblast male adult (22 years)	H4K20me1
2230	CHIP	H1-hESC	H3K27ac
2231	CHIP	skeletal muscle myoblast male adult (22 years)	H3K79me2
2232	CHIP	skeletal muscle myoblast male adult (22 years)	H3K9me3
2233	CHIP	myotube	CTCF
2234	CHIP	myotube	H2AFZ
2235	CHIP	myotube	H3K27ac
2236	CHIP	myotube	H3K36me3
2237	CHIP	myotube	H3K4me1
2238	CHIP	myotube	H3K4me2
2239	CHIP	myotube	H3K4me3
2240	CHIP	HeLa-S3	CTCF
2241	CHIP	HeLa-S3	H3K27ac
2242	CHIP	HeLa-S3	H3K4me2
2243	CHIP	HeLa-S3	H3K4me3
2244	CHIP	HeLa-S3	H3K79me2
2245	CHIP	HeLa-S3	H3K9ac
2246	CHIP	HeLa-S3	H4K20me1
2247	CHIP	HepG2	H3K27me3
2248	CHIP	myotube	H3K79me2
2249	CHIP	astrocyte	CTCF
2250	CHIP	astrocyte	H3K27ac
2251	CHIP	astrocyte	H3K4me3
2252	CHIP	GM12878	H2AFZ
2253	CHIP	GM12878	H3K79me2
2254	CHIP	myotube	H3K9ac
2255	CHIP	myotube	H4K20me1
2256	CHIP	skeletal muscle myoblast male adult (22 years)	H2AFZ
2257	CHIP	HeLa-S3	H3K27me3
2258	CHIP	K562	H2AFZ
2259	CHIP	K562	H3K79me2
2260	CHIP	K562	H3K9me3
2261	CHIP	osteoblast	H2AFZ
2262	CHIP	osteoblast	H3K27ac
2263	CHIP	osteoblast	H3K36me3
2264	CHIP	osteoblast	H3K4me1
2265	CHIP	osteoblast	H3K4me2
2266	CHIP	osteoblast	H3K9me3
2267	CHIP	fibroblast of dermis	CTCF
2268	CHIP	fibroblast of dermis	H3K27ac
2269	CHIP	fibroblast of dermis NONE and female adult	H3K4me3
2270	CHIP	HepG2	H3K4me1
2271	CHIP	HeLa-S3	H3K4me1
2272	CHIP	K562	KDM5B
2273	CHIP	H1-hESC	RBBP5
2274	CHIP	K562	HDAC1
2275	CHIP	K562	HDAC2
2276	CHIP	K562	PHF8
2277	CHIP	K562	RBBP5
2278	CHIP	K562	SAP30
2279	CHIP	H1-hESC	CHD1
2280	CHIP	myotube	H3K9me3
2281	CHIP	HeLa-S3	H2AFZ
2282	CHIP	HeLa-S3	H3K9me3
2283	CHIP	osteoblast	H3K27me3
2284	CHIP	osteoblast	H4K20me1
2285	CHIP	DND-41	H2AFZ
2286	CHIP	DND-41	H3K27ac
2287	CHIP	DND-41	H3K36me3
2288	CHIP	DND-41	H3K4me1
2289	CHIP	DND-41	H3K4me3
2290	CHIP	DND-41	H3K79me2
2291	CHIP	DND-41	H4K20me1
2292	CHIP	GM12878	EZH2
2293	CHIP	mammary epithelial cell female adult (50 years)	EZH2
2294	CHIP	mammary epithelial cell female adult (50 years)	H2AFZ
2295	CHIP	mammary epithelial cell female adult (50 years)	H3K9me3
2296	CHIP	skeletal muscle myoblast male adult (22 years)	EZH2
2297	CHIP	HepG2	EZH2
2298	CHIP	keratinocyte female	H2AFZ
2299	CHIP	keratinocyte female	H3K79me2
2300	CHIP	keratinocyte female	H3K9me3
2301	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	EZH2
2302	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H2AFZ
2303	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K9me3
2304	CHIP	astrocyte	H3K9ac
2305	CHIP	astrocyte	H4K20me1
2306	CHIP	DND-41	H3K9ac
2307	CHIP	DND-41	H3K9me3
2308	CHIP	mammary epithelial cell female adult (50 years)	H3K79me2
2309	CHIP	endothelial cell of umbilical vein male newborn	H2AFZ
2310	CHIP	endothelial cell of umbilical vein male newborn	H3K79me2
2311	CHIP	fibroblast of dermis	EZH2
2312	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K79me2
2313	CHIP	osteoblast	H3K79me2
2314	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me3
2315	CHIP	CD14-positive monocyte female	H3K27ac
2316	CHIP	CD14-positive monocyte female	H3K27me3
2317	CHIP	CD14-positive monocyte female	H3K36me3
2318	CHIP	CD14-positive monocyte female	H3K4me1
2319	CHIP	CD14-positive monocyte female	H3K4me3
2320	CHIP	CD14-positive monocyte female	H3K79me2
2321	CHIP	CD14-positive monocyte female	H3K9me3
2322	CHIP	CD14-positive monocyte female	H4K20me1
2323	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	H3K4me3
2324	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K9ac
2325	CHIP	DND-41	H3K27me3
2326	CHIP	endothelial cell of umbilical vein male newborn	H3K9me3
2327	CHIP	HeLa-S3	EZH2
2328	CHIP	HepG2	H3K9me3
2329	CHIP	CD14-positive monocyte female	H3K9ac
2330	CHIP	osteoblast	H3K4me3
2331	CHIP	myotube	H3K27me3
2332	CHIP	K562	HDAC6
2333	CHIP	H1-hESC	PHF8
2334	CHIP	CD14-positive monocyte female	CTCF
2335	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K79me2
2336	CHIP	H1-hESC	HDAC6
2337	CHIP	H1-hESC	SAP30
2338	CHIP	H1-hESC	SUZ12
2339	CHIP	K562	CREBBP
2340	CHIP	K562	CBX3
2341	CHIP	K562	KAT2B
2342	CHIP	K562	SIRT6
2343	CHIP	K562	SUZ12
2344	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	CTCF
2345	CHIP	A549 treated with 0.02% ethanol for 1 hour	H2AFZ
2346	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K27ac
2347	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K27me3
2348	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me1
2349	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K9me3
2350	CHIP	A549 treated with 0.02% ethanol for 1 hour	H4K20me1
2351	CHIP	B cell female adult (27 years)	H3K27ac
2352	CHIP	H1-hESC	EP300
2353	CHIP	H1-hESC	SIRT6
2354	CHIP	K562	SETDB1
2355	CHIP	B cell female adult (27 years) and female adult (43 years)	CTCF
2356	CHIP	B cell female adult (27 years) and female adult (43 years)	H2AFZ
2357	CHIP	B cell female adult (27 years) and female adult (43 years)	H3K4me2
2358	CHIP	H1-hESC	CHD7
2359	CHIP	H1-hESC	HDAC2
2360	CHIP	H1-hESC	KDM4A
2361	CHIP	K562	WHSC1
2362	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	H3K27ac
2363	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me2
2364	CHIP	B cell female adult (27 years)	H4K20me1
2365	CHIP	SK-N-MC	FOXP2
2366	CHIP	GM12878	POLR2A
2367	CHIP	GM12878	SRF
2368	CHIP	GM12878	REST
2369	CHIP	GM12878	USF1
2370	CHIP	HepG2	JUND
2371	CHIP	HepG2	SIN3A
2372	CHIP	HepG2	USF1
2373	CHIP	HeLa-S3	POLR2A
2374	CHIP	GM12878	PBX3
2375	CHIP	GM12878	TAF1
2376	CHIP	GM12878	BATF
2377	CHIP	GM12878	EBF1
2378	CHIP	GM12878	IRF4
2379	CHIP	GM12878	TCF12
2380	CHIP	GM12878	BCL11A
2381	CHIP	GM12878	EP300
2382	CHIP	GM12878	ZBTB33
2383	CHIP	GM12878	PAX5
2384	CHIP	A549 treated with 500 pM dexamethasone for 1 hour	NR3C1
2385	CHIP	A549 treated with 50 nM dexamethasone for 1 hour	NR3C1
2386	CHIP	A549 treated with 5 nM dexamethasone for 1 hour	NR3C1
2387	CHIP	A549 treated with 0.02% ethanol for 1 hour	POLR2A
2388	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	POLR2A
2389	CHIP	GM12878	PAX5
2390	CHIP	H1-hESC	REST
2391	CHIP	H1-hESC	POLR2A
2392	CHIP	H1-hESC	TAF1
2393	CHIP	HepG2	FOSL2
2394	CHIP	HeLa-S3	GABPA
2395	CHIP	HeLa-S3	TAF1
2396	CHIP	HepG2	RXRA
2397	CHIP	GM12892	POLR2A
2398	CHIP	GM12892	POLR2AphosphoS5
2399	CHIP	GM12892	TAF1
2400	CHIP	H1-hESC	POLR2AphosphoS5
2401	CHIP	HepG2	BHLHE40
2402	CHIP	HepG2	CTCF
2403	CHIP	GM12878	POLR2AphosphoS5
2404	CHIP	GM12891	POU2F2
2405	CHIP	GM12891	SPI1
2406	CHIP	GM12891	POLR2A
2407	CHIP	GM12891	POLR2AphosphoS5
2408	CHIP	GM12891	TAF1
2409	CHIP	A549 treated with 0.02% ethanol for 1 hour	NR3C1
2410	CHIP	H1-hESC	BCL11A
2411	CHIP	H1-hESC	SIX5
2412	CHIP	H1-hESC	SP1
2413	CHIP	H1-hESC	SIN3A
2414	CHIP	H1-hESC	TCF12
2415	CHIP	H1-hESC	USF1
2416	CHIP	H1-hESC	SRF
2417	CHIP	H1-hESC	GABPA
2418	CHIP	Ishikawa treated with 10 nM estradiol for 1 hour	ESR1
2419	CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	ESR1
2420	CHIP	H1-hESC	EGR1
2421	CHIP	Ishikawa treated with 100 nM dexamethasone for 1 hour	NR3C1
2422	CHIP	GM12878	RXRA
2423	CHIP	GM12878	SIX5
2424	CHIP	HepG2	TCF12
2425	CHIP	GM12891	PAX5
2426	CHIP	SK-N-SH	REST
2427	CHIP	HepG2	GABPA
2428	CHIP	HepG2	REST
2429	CHIP	HepG2	POLR2A
2430	CHIP	HepG2	TAF1
2431	CHIP	Panc1	REST
2432	CHIP	PFSK-1	REST
2433	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	NR3C1
2434	CHIP	T47D treated with 100 nM genistein for 1 hour	ESR1
2435	CHIP	A549 treated with 0.02% ethanol for 1 hour	NR3C1
2436	CHIP	H1-hESC	RXRA
2437	CHIP	HepG2	SP1
2438	CHIP	GM12878	BCLAF1
2439	CHIP	GM12878	ETS1
2440	CHIP	GM12878	MEF2A
2441	CHIP	H1-hESC	ATF3
2442	CHIP	H1-hESC	YY1
2443	CHIP	HepG2	ATF3
2444	CHIP	K562	BCLAF1
2445	CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	POLR2A
2446	CHIP	GM12891	YY1
2447	CHIP	H1-hESC	EP300
2448	CHIP	H1-hESC	JUND
2449	CHIP	K562	ETS1
2450	CHIP	K562	POLR2AphosphoS5
2451	CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	FOXA1
2452	CHIP	Ishikawa treated with 0.02% ethanol for 1 hour	NR3C1
2453	CHIP	H1-hESC	RAD21
2454	CHIP	HepG2	FOXA1
2455	CHIP	HepG2	HNF4A
2456	CHIP	K562	E2F6
2457	CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	ESR1
2458	CHIP	K562	GABPA
2459	CHIP	K562	MAX
2460	CHIP	K562	SIN3A
2461	CHIP	HepG2	RAD21
2462	CHIP	GM12892	YY1
2463	CHIP	H1-hESC	TAF7
2464	CHIP	HepG2	EP300
2465	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	CTCF
2466	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	RAD21
2467	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	YY1
2468	CHIP	HepG2	HDAC2
2469	CHIP	K562	ZBTB7A
2470	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	USF1
2471	CHIP	K562	YY1
2472	CHIP	GM12878	SRF
2473	CHIP	H1-hESC	BCL11A
2474	CHIP	HCT116	POLR2AphosphoS5
2475	CHIP	HeLa-S3	REST
2476	CHIP	HepG2	FOXA1
2477	CHIP	K562	POLR2A
2478	CHIP	H1-hESC	NANOG
2479	CHIP	K562	FOSL1
2480	CHIP	K562	REST
2481	CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	GATA3
2482	CHIP	GM12878	RAD21
2483	CHIP	HepG2	ELF1
2484	CHIP	HepG2	ZBTB33
2485	CHIP	K562	EGR1
2486	CHIP	GM12878	MEF2C
2487	CHIP	H1-hESC	CTCF
2488	CHIP	HepG2	FOXA2
2489	CHIP	HepG2	HNF4G
2490	CHIP	K562	TAF7
2491	CHIP	K562	THAP1
2492	CHIP	GM12878	YY1
2493	CHIP	GM12878	BCL3
2494	CHIP	H1-hESC	HDAC2
2495	CHIP	H1-hESC	FOSL1
2496	CHIP	HepG2	YY1
2497	CHIP	K562	ATF3
2498	CHIP	K562	MEF2A
2499	CHIP	K562	SIX5
2500	CHIP	HepG2	REST
2501	CHIP	Panc1	POLR2AphosphoS5
2502	CHIP	PFSK-1	REST
2503	CHIP	SK-N-SH	REST
2504	CHIP	SK-N-SH	POLR2AphosphoS5
2505	CHIP	SK-N-SH	SIN3A
2506	CHIP	PFSK-1	POLR2AphosphoS5
2507	CHIP	A549 treated with 0.02% ethanol for 1 hour	SP1
2508	CHIP	A549 treated with 0.02% ethanol for 1 hour	TAF1
2509	CHIP	HepG2	POLR2AphosphoS5
2510	CHIP	K562	CTCF
2511	CHIP	SK-N-MC	POLR2AphosphoS5
2512	CHIP	A549 treated with 0.02% ethanol for 1 hour	YY1
2513	CHIP	A549 treated with 0.02% ethanol for 1 hour	ATF3
2514	CHIP	A549 treated with 0.02% ethanol for 1 hour	ELF1
2515	CHIP	A549 treated with 0.02% ethanol for 1 hour	ETS1
2516	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	FOXA1
2517	CHIP	A549 treated with 0.02% ethanol for 1 hour	GABPA
2518	CHIP	A549 treated with 0.02% ethanol for 1 hour	ZBTB33
2519	CHIP	HepG2	ZBTB7A
2520	CHIP	endothelial cell of umbilical vein newborn	POLR2A
2521	CHIP	endothelial cell of umbilical vein newborn	POLR2AphosphoS5
2522	CHIP	T47D treated with 100 nM bisphenol A for 30 minutes	ESR1
2523	CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	CTCF
2524	CHIP	SK-N-SH	TAF1
2525	CHIP	A549 treated with 0.02% ethanol for 1 hour	BCL3
2526	CHIP	HepG2	CEBPB
2527	CHIP	GM12878	ATF2
2528	CHIP	GM12878	NFATC1
2529	CHIP	PFSK-1	TAF1
2530	CHIP	A549 treated with 0.02% ethanol for 1 hour	FOSL2
2531	CHIP	A549 treated with 0.02% ethanol for 1 hour	REST
2532	CHIP	A549 treated with 0.02% ethanol for 1 hour	TCF12
2533	CHIP	Ishikawa treated with 100 nM bisphenol A for 1 hour	ESR1
2534	CHIP	GM12878	REST
2535	CHIP	K562	PML
2536	CHIP	GM12878	STAT5A
2537	CHIP	A549 treated with 0.02% ethanol for 1 hour	CREB1
2538	CHIP	A549 treated with 0.02% ethanol for 1 hour	CREB1
2539	CHIP	A549 treated with 0.02% ethanol for 1 hour	FOXA1
2540	CHIP	A549 treated with 0.02% ethanol for 1 hour	JUND
2541	CHIP	GM12878	EGR1
2542	CHIP	GM12878	MTA3
2543	CHIP	GM12878	RUNX3
2544	CHIP	K562	TEAD4
2545	CHIP	A549 treated with 0.02% ethanol for 1 hour	SIX5
2546	CHIP	A549 treated with 0.02% ethanol for 1 hour	SIN3A
2547	CHIP	GM12878	NFIC
2548	CHIP	K562	STAT5A
2549	CHIP	K562	NR2F2
2550	CHIP	K562	CBX3
2551	CHIP	K562	TRIM28
2552	CHIP	HCT116	JUND
2553	CHIP	HCT116	CTCF
2554	CHIP	SK-N-SH	JUND
2555	CHIP	MCF-7	JUND
2556	CHIP	HL-60	REST
2557	CHIP	HL-60	GABPA
2558	CHIP	HL-60	POLR2AphosphoS5
2559	CHIP	neural cell	POLR2AphosphoS5
2560	CHIP	HL-60	SPI1
2561	CHIP	T47D	JUND
2562	CHIP	K562 eGFP- genetically modified using stable transfection	NR4A1
2563	CHIP	K562 eGFP- genetically modified using stable transfection	HDAC8
2564	CHIP	K562 eGFP- genetically modified using stable transfection	GATA2
2565	CHIP	H54	CTCF
2566	CHIP	GM10248	CTCF
2567	CHIP	GM10266	CTCF
2568	CHIP	GM13976	CTCF
2569	CHIP	GM13977	CTCF
2570	CHIP	GM20000	CTCF
2571	CHIP	H1-hESC	POLR2A
2572	CHIP	H1-hESC	CTCF
2573	CHIP	LNCaP clone FGC	CTCF
2574	CHIP	MCF-7 originated from MCF-7	MYC
2575	CHIP	MCF-7 originated from MCF-7	MYC
2576	CHIP	MCF-7 originated from MCF-7	POLR2A
2577	CHIP	MCF-7 originated from MCF-7	CTCF
2578	CHIP	MCF-7	MYC
2579	CHIP	MCF-7	CTCF
2580	CHIP	MCF-7 treated with 100 nM 17B-estradiol for 45 minutes	CTCF
2581	CHIP	medulloblastoma	CTCF
2582	CHIP	A549	CTCF
2583	CHIP	keratinocyte female	CTCF
2584	CHIP	spleen female adult (20 years) and female adult (30 years)	CTCF
2585	CHIP	GM12878	NFYB
2586	CHIP	GM12878	NFYA
2587	CHIP	GM12878	KAT2A
2588	CHIP	GM12878	SUPT20H
2589	CHIP	GM12878	ZZZ3
2590	CHIP	MCF 10A originated from MCF 10A treated with 1 uM afimoxifene for 36 hours	FOS
2591	CHIP	MCF 10A genetically modified using stable transfection treated with 1 uM afimoxifene for 4 hours	FOS
2592	CHIP	MCF 10A genetically modified using stable transfection treated with 1 uM afimoxifene for 12 hours	FOS
2593	CHIP	MCF 10A genetically modified using stable transfection treated with 1 uM afimoxifene for 12 hours	STAT3
2594	CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	MYC
2595	CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	FOS
2596	CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	STAT3
